seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
398038803,0.0000000000,1.0000000000,0.0000000000,0.1031140142,0.1622910418,0.4903133577,0.2442815864
744773382,0.0000000000,1.0000000000,0.0000000000,0.2015948202,0.1075440742,0.2373515055,0.4535096001
293040683,0.0000000000,1.0000000000,0.0000000000,0.0992837736,0.3048934243,0.3124552930,0.2833675090
348951410,0.0000000000,1.0000000000,0.0000000000,0.4786100918,0.2079066106,0.0490025344,0.2644807631
577317232,0.0000000000,1.0000000000,0.0000000000,0.0512758670,0.3028511701,0.2178785653,0.4279943976
627806606,0.0000000000,1.0000000000,0.0000000000,0.0507790835,0.1394704191,0.4294055938,0.3803449035
975621462,0.0000000000,1.0000000000,0.0000000000,0.0626206561,0.0340785957,0.8376045693,0.0656961788
345857714,0.0000000000,1.0000000000,0.0000000000,0.0908644172,0.1283382181,0.4830954154,0.2977019494
850239792,0.0000000000,1.0000000000,0.0000000000,0.2256028896,0.2824848287,0.2002951274,0.2916171543
73116929,0.0000000000,1.0000000000,0.0000000000,0.4781371257,0.2788649649,0.1986525703,0.0443453390
913144167,0.0000000000,1.0000000000,0.0000000000,0.1958095090,0.3810200701,0.3405530632,0.0826173578
122936471,0.0000000000,1.0000000000,0.0000000000,0.0997306735,0.3771763106,0.1383749783,0.3847180376
982863982,0.0000000000,1.0000000000,0.0000000000,0.1777402465,0.3528994570,0.1562175122,0.3131427843
17747251,0.0000000000,1.0000000000,0.0000000000,0.2388598685,0.0728931219,0.1316478617,0.5565991479
562386297,0.0000000000,1.0000000000,0.0000000000,0.2473345596,0.3029951799,0.2830718137,0.1665984468
38649873,0.0000000000,1.0000000000,0.0000000000,0.3324273696,0.1127648650,0.2921757606,0.2626320049
723009765,0.0000000000,1.0000000000,0.0000000000,0.2885659934,0.0099866170,0.3374779933,0.3639693964
689166976,0.0000000000,1.0000000000,0.0000000000,0.1980010996,0.2681196125,0.2361663730,0.2977129149
799648807,0.0000000000,1.0000000000,0.0000000000,0.1404300782,0.4342227948,0.1920063834,0.2333407436
198372320,0.0000000000,1.0000000000,0.0000000000,0.2312632059,0.3367156112,0.4168418448,0.0151793381
434757320,0.0000000000,1.0000000000,0.0000000000,0.3938993399,0.1184106755,0.0898315961,0.3978583886
863830244,0.0000000000,1.0000000000,0.0000000000,0.0581016971,0.3481696886,0.3521808042,0.2415478101
986556305,0.0000000000,1.0000000000,0.0000000000,0.2407502309,0.2414016740,0.3086368679,0.2092112272
768716502,0.0000000000,1.0000000000,0.0000000000,0.0983515538,0.1494776677,0.5705436020,0.1816271765
656803934,0.0000000000,1.0000000000,0.0000000000,0.2412869904,0.2908127063,0.2690206598,0.1988796434
735940692,0.0000000000,1.0000000000,0.0000000000,0.2670445989,0.4227422324,0.2003685885,0.1098445801
568473823,0.0000000000,1.0000000000,0.0000000000,0.2839027595,0.3479917710,0.3501939962,0.0179114732
668075977,0.0000000000,1.0000000000,0.0000000000,0.1986721985,0.3569128295,0.1992658302,0.2451491419
927256582,0.0000000000,1.0000000000,0.0000000000,0.3752235298,0.3699783617,0.0916975737,0.1631005348
154152705,0.0000000000,1.0000000000,0.0000000000,0.3190523652,0.0186696032,0.2800852490,0.3821927825
